"country" "points" "price" "province" "variety" "winery"
"Italy" 87 25 "Tuscany" "Red Blend" "Vecchia Cantina di Montepulciano"
"France" 90 30 "Provence" "Rosé" "Château Paradis"
"France" 90 35 "Provence" "Rosé" "Château Roquefeuille"
"France" 90 21 "Provence" "Rosé" "Domaine de l'Amaurigue"
"France" 90 25 "Provence" "Rosé" "Domaine Jacourette"
"France" 90 26 "Provence" "White Blend" "Château de Berne"
"France" 90 22 "Provence" "Rosé" "Château de Berne"
"France" 90 18 "Provence" "Rosé" "Château de Brigue"
"France" 90 13 "Southwest France" "Red Blend" "Producteurs Plaimont"
"Italy" 86 15 "Tuscany" "Red Blend" "Leopoldo I di Toscana"
"Italy" 86 29 "Tuscany" "Red Blend" "Poggio Borgoni"
"Italy" 86 30 "Tuscany" "Red Blend" "Castello di Montepò"
"Italy" 86 14 "Tuscany" "Red Blend" "Casa Catelli"
"France" 94 66 "Alsace" "White Blend" "Domaine Marcel Deiss"
"Italy" 94 99 "Sicily & Sardinia" "Red Blend" "Palari"
"Italy" 94 35 "Sicily & Sardinia" "Red Blend" "Le Casematte"
"Italy" 88 28 "Lombardy" "White Blend" "Cesari"
"Italy" 87 65 "Northeastern Italy" "White Blend" "Elena Walch"
"France" 87 15 "Burgundy" "Chardonnay" "Louis Jadot"
"Italy" 87 13 "Veneto" "White Blend" "Bolla"
"France" 85 15 "Bordeaux" "Rosé" "Closerie du Bailli"
"Italy" 88 15 "Sicily & Sardinia" "White Blend" "Florio"
"France" 88 12 "Bordeaux" "Rosé" "Château de Marsan"
"France" 88 20 "France Other" "Rosé" "Domaine Petroni"
"Italy" 87 40 "Tuscany" "White Blend" "Bibbiano"
"Italy" 87 26 "Tuscany" "Red Blend" "La Ciarliana"
"Italy" 87 35 "Tuscany" "Red Blend" "Le Bèrne"
"Italy" 87 14 "Tuscany" "Red Blend" "Villa Montignana"
"Italy" 87 45 "Tuscany" "Red Blend" "Principe Corsini"
"Italy" 87 19 "Tuscany" "Red Blend" "Monterotondo"
"Italy" 90 21 "Northeastern Italy" "White Blend" "Ronco dei Tassi"
"France" 90 16 "Southwest France" "Red Blend" "Château Coutinel"
"France" 90 25 "Provence" "Rosé" "Château les Valentines"
"France" 90 18 "Provence" "Rosé" "Château Paradis"
"France" 90 23 "Provence" "Rosé" "Château Roubine"
"France" 90 13 "Provence" "Rosé" "Château Sainte-Béatrice"
"France" 90 17 "Southwest France" "White Blend" "Château Viella"
"Italy" 86 13 "Tuscany" "Red Blend" "Volpaia"
"France" 86 15 "Southwest France" "Rosé" "Le Roc"
"Italy" 86 40 "Tuscany" "Red Blend" "Colle Spinello"
"Italy" 86 24 "Tuscany" "Red Blend" "Olivi"
"Italy" 86 30 "Tuscany" "Red Blend" "Poggio al Casone"
"France" 88 35 "Burgundy" "Chardonnay" "Louis Max"
"France" 88 20 "France Other" "Rosé" "Domaine Petroni"
"Italy" 88 25 "Sicily & Sardinia" "White Blend" "Tenuta di Fessina"
"France" 88 23 "Burgundy" "Chardonnay" "Albert Bichot"
"France" 88 12 "Languedoc-Roussillon" "Rosé" "Penya"
"France" 90 16 "Southwest France" "Red Blend" "Château Coutinel"
"France" 90 25 "Provence" "Rosé" "Château les Valentines"
"France" 90 18 "Provence" "Rosé" "Château Paradis"
"France" 90 23 "Provence" "Rosé" "Château Roubine"
"France" 90 13 "Provence" "Rosé" "Château Sainte-Béatrice"
"France" 90 17 "Southwest France" "White Blend" "Château Viella"
"France" 90 40 "Southwest France" "Red Blend" "Producteurs Plaimont"
"France" 90 46 "Southwest France" "White Blend" "Producteurs Plaimont"
"France" 92 28 "Alsace" "Chardonnay" "Domaine Charles Baur"
"France" 87 22 "Loire Valley" "Rosé" "Isabelle et Pierre Clément"
"France" 87 16 "Burgundy" "Chardonnay" "Louis Chevallier"
"Italy" 87 30 "Tuscany" "Red Blend" "Pepi Lignana"
"Italy" 87 29 "Tuscany" "Red Blend" "Casa Sola"
"France" 87 25 "Burgundy" "Chardonnay" "Domaine Vrignaud"
"Italy" 87 15 "Veneto" "White Blend" "Cantina del Castello"
"France" 88 15 "Provence" "Rosé" "Bernard Magrez"
"Italy" 86 40 "Tuscany" "Red Blend" "Colle Spinello"
"France" 86 13 "Southwest France" "Rosé" "Domaine du Tariquet"
"France" 86 15 "Southwest France" "Red Blend" "Domaine Rotier"
"France" 86 25 "Rhône Valley" "Rosé" "Prieuré de Montézargues"
"France" 86 12 "Rhône Valley" "Rosé" "Château Grande Cassagne"
"Italy" 86 40 "Tuscany" "Red Blend" "Agricoltori del Chianti Geografico"
"Italy" 93 40 "Sicily & Sardinia" "Red Blend" "Tenuta delle Terre Nere"
"France" 90 25 "Provence" "Rosé" "Château Léoube"
"France" 90 25 "Provence" "Rosé" "Château Roquefeuille"
"France" 90 35 "Provence" "Rosé" "Château Sainte Roseline"
"France" 90 14 "Provence" "Rosé" "Domaine la Grand'Vigne"
"France" 92 28 "Alsace" "Chardonnay" "Domaine Charles Baur"
"Italy" 92 50 "Tuscany" "Red Blend" "Tenuta Sette Cieli"
"Italy" 92 34 "Tuscany" "Red Blend" "Poggio alla Sala"
"France" 87 15 "Bordeaux" "Rosé" "Vignobles André Lurton"
"France" 87 16 "Languedoc-Roussillon" "Rosé" "Domaine Royal de Jarras"
"France" 87 18 "France Other" "Rosé" "Domaine Santa Giulietta"
"France" 87 15 "France Other" "Chardonnay" "Michel Tissot"
"France" 87 25 "Loire Valley" "Rosé" "Pierre Morin"
"Italy" 87 30 "Tuscany" "Red Blend" "Mangiacane"
"Italy" 87 19 "Tuscany" "Red Blend" "Casa Sola"
"Italy" 87 19 "Tuscany" "Red Blend" "Fattoria di Valiano"
"France" 87 23 "Burgundy" "Chardonnay" "Louis Max"
"France" 84 28 "Loire Valley" "Rosé" "Jean Maréchal"
"France" 87 20 "Burgundy" "Chardonnay" "Cave de Lugny"
"Italy" 87 42 "Tuscany" "Red Blend" "Serni Fulvio Luigi"
"Italy" 87 39 "Tuscany" "Red Blend" "Olivi"
"Italy" 87 18 "Veneto" "White Blend" "Cantina del Castello"
"France" 87 16 "Burgundy" "Chardonnay" "Château de Pizay"
"France" 90 17 "Provence" "Rosé" "Les Maîtres Vignerons de la Presqu'île de Saint-Tropez"
"France" 90 19 "Provence" "Rosé" "Maison Saint Aix"
"Italy" 90 24 "Northeastern Italy" "White Blend" "Zuani"
"France" 90 25 "Provence" "Rosé" "Château Léoube"
"France" 90 25 "Provence" "Rosé" "Château Roquefeuille"
"France" 90 35 "Provence" "Rosé" "Château Sainte Roseline"
"Italy" 85 60 "Tuscany" "Red Blend" "Guado al Melo"
"Italy" 87 25 "Sicily & Sardinia" "White Blend" "Cantine Valenti"
"France" 87 12 "Bordeaux" "Rosé" "Dourthe"
"France" 87 32 "Burgundy" "Chardonnay" "Chanson Père et Fils"
"France" 87 25 "Burgundy" "Chardonnay" "Chanson Père et Fils"
"Italy" 93 58 "Sicily & Sardinia" "Red Blend" "Girolamo Russo"
"Italy" 93 40 "Sicily & Sardinia" "Red Blend" "Tenuta delle Terre Nere"
"Italy" 92 50 "Tuscany" "White Blend" "Castello di Selvole"
"Italy" 87 13 "Tuscany" "Red Blend" "Cala de' Poeti"
"France" 87 20 "Burgundy" "Sparkling Blend" "Charles Duret"
"Italy" 87 19 "Tuscany" "Red Blend" "Fattoria di Valiano"
"Italy" 87 30 "Tuscany" "Red Blend" "Mangiacane"
"Italy" 87 38 "Tuscany" "Red Blend" "Le Fonti"
"Italy" 87 30 "Tuscany" "Red Blend" "Podere Ciona"
"Italy" 87 19 "Tuscany" "Red Blend" "Tenuta di Lilliano"
"Italy" 87 46 "Tuscany" "Red Blend" "Bindella"
"Italy" 87 18 "Tuscany" "Red Blend" "Casaloste"
"Italy" 87 14 "Tuscany" "Red Blend" "Fattoria di Casalbosco"
"Italy" 87 20 "Northeastern Italy" "White Blend" "Pisoni"
"France" 90 14 "Provence" "Rosé" "Domaine la Grand'Vigne"
"France" 89 17 "Provence" "Rosé" "Les Maîtres Vignerons de la Presqu'île de Saint-Tropez"
"France" 89 16 "Provence" "Rosé" "Les Vignobles Gueissard"
"Italy" 89 18 "Sicily & Sardinia" "Red Blend" "Paolo Calì"
"France" 89 32 "Provence" "Rosé" "Vignobles de Saint-Tropez"
"France" 89 35 "Provence" "Rosé" "Château la Calisse"
"France" 89 19 "Provence" "Rosé" "Château la Vivonne"
"France" 87 12 "Languedoc-Roussillon" "Rosé" "Villa des Anges"
"France" 87 22 "Burgundy" "Chardonnay" "Xavier Flouret"
"France" 87 15 "Bordeaux" "Rosé" "Château Chapelle d'Aliénor"
"France" 87 30 "Burgundy" "Chardonnay" "Domaine Faiveley"
"Italy" 85 15 "Tuscany" "Red Blend" "Aia Vecchia"
"Italy" 92 58 "Sicily & Sardinia" "Red Blend" "Girolamo Russo"
"Italy" 92 38 "Sicily & Sardinia" "Red Blend" "Firriato"
"Italy" 92 18 "Sicily & Sardinia" "Red Blend" "Le Casematte"
"Italy" 92 40 "Sicily & Sardinia" "Red Blend" "Tenuta delle Terre Nere"
"Italy" 92 40 "Sicily & Sardinia" "Red Blend" "Biondi"
"Italy" 92 30 "Tuscany" "Red Blend" "Salcheto"
"France" 87 40 "Burgundy" "Chardonnay" "Au Pied du Mont Chauve"
"Italy" 87 13 "Tuscany" "Red Blend" "Castellani"
"France" 87 20 "Burgundy" "Sparkling Blend" "Charles Duret"
"Italy" 87 18 "Tuscany" "Red Blend" "Casaloste"
"Italy" 87 46 "Tuscany" "Red Blend" "Bindella"
"France" 87 22 "Loire Valley" "Rosé" "Bernard Reverdy et Fils"
"France" 87 25 "Burgundy" "Chardonnay" "Domaine Louis Moreau"
"France" 87 27 "Burgundy" "Chardonnay" "Domaine Trouillet"
"France" 89 32 "Provence" "Rosé" "Vignobles de Saint-Tropez"
"France" 89 26 "Provence" "Rosé" "Château Saint-Maur"
"France" 89 22 "Provence" "Rosé" "Château Thuerry"
"Italy" 89 29 "Sicily & Sardinia" "Syrah" "Curto"
"France" 89 14 "Southwest France" "White Blend" "Domaine de Joÿ"
"France" 89 20 "Provence" "Rosé" "Château d'Astros"
"France" 89 22 "Provence" "Rosé" "Château de Berne"
"France" 89 25 "Provence" "Rosé" "Château des Sarrins"
"France" 87 13 "Southwest France" "Red Blend" "Domaine D'en Ségur"
"France" 82 13 "Loire Valley" "Rosé" "Bougrier"
"France" 87 22 "Loire Valley" "Rosé" "Bernard Reverdy et Fils"
"France" 87 25 "Burgundy" "Chardonnay" "Domaine Louis Moreau"
"France" 87 27 "Burgundy" "Chardonnay" "Domaine Trouillet"
"Italy" 87 16 "Tuscany" "Red Blend" "Luiano"
"Italy" 87 40 "Tuscany" "Red Blend" "Mazzei"
"Italy" 87 58 "Tuscany" "Red Blend" "Romeo"
"Italy" 87 21 "Tuscany" "Red Blend" "Castel Pietraio"
"Italy" 87 13 "Sicily & Sardinia" "Red Blend" "Colosi"
"France" 87 28 "Bordeaux" "Rosé" "Château Brown"
"France" 87 15 "Bordeaux" "Rosé" "Domaine de la Solitude"
"Italy" 87 29 "Sicily & Sardinia" "Chardonnay" "Passopisciaro"
"France" 85 12 "Rhône Valley" "Rosé" "Château Beaubois"
"France" 85 14 "Southwest France" "Rosé" "Domaine des Terrisses"
"France" 85 12 "Southwest France" "Rosé" "Georges Vigouroux"
"Italy" 85 15 "Tuscany" "Red Blend" "I Veroni"
"France" 85 11 "Southwest France" "White Blend" "Laudet"
"Italy" 92 28 "Sicily & Sardinia" "Red Blend" "Fattorie Romeo del Castello"
"Italy" 92 20 "Sicily & Sardinia" "White Blend" "Tenuta delle Terre Nere"
"Italy" 92 50 "Sicily & Sardinia" "Red Blend" "Tenuta di Fessina"
"Italy" 92 59 "Sicily & Sardinia" "Red Blend" "Cantine Russo"
"France" 89 13 "Provence" "Rosé" "Ravoire et Fils"
"France" 89 12 "Provence" "Rosé" "Ravoire et Fils"
"France" 89 26 "Provence" "Rosé" "Château Saint-Maur"
"France" 89 22 "Provence" "Rosé" "Château Thuerry"
"Italy" 89 29 "Sicily & Sardinia" "Syrah" "Curto"
"France" 89 14 "Southwest France" "White Blend" "Domaine de Joÿ"
"France" 89 15 "Provence" "Rosé" "Château Pigoudet"
"France" 87 32 "Burgundy" "Chardonnay" "Domaine Gérard Duplessis"
"France" 87 32 "Burgundy" "Chardonnay" "Domaine Laroche"
"France" 87 37 "Burgundy" "Chardonnay" "Jean-Luc and Paul Aegerter"
"Italy" 87 13 "Veneto" "White Blend" "Villa Canestrari"
"Italy" 86 22 "Tuscany" "Red Blend" "La Calonica"
"Italy" 86 9 "Northeastern Italy" "Chardonnay" "Mezzacorona"
"France" 95 187 "Burgundy" "Chardonnay" "Domaine Chanson"
"France" 95 120 "Rhône Valley" "Syrah" "Les Vins de Vienne"
"France" 95 140 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 94 95 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 86 10 "Rhône Valley" "Rosé" "Les Trois Couronnes"
"France" 86 11 "Rhône Valley" "Rosé" "Marrenon"
"France" 86 20 "Loire Valley" "Rosé" "Emile Balland"
"France" 86 20 "Burgundy" "Chardonnay" "Maison L'Envoyé"
"Italy" 87 11 "Sicily & Sardinia" "Red Blend" "Fondo Antico"
"Italy" 87 65 "Southern Italy" "Red Blend" "Marisa Cuomo"
"France" 87 18 "Burgundy" "Chardonnay" "Château de Mirande"
"Italy" 91 25 "Tuscany" "Red Blend" "La Braccesca"
"France" 85 20 "Southwest France" "Rosé" "Château la Colombière"
"France" 85 12 "Southwest France" "Rosé" "Château Lastours"
"France" 85 9 "Rhône Valley" "Rosé" "La Vieille Ferme"
"Italy" 89 24 "Veneto" "White Blend" "Sandro de Bruno"
"Italy" 92 59 "Sicily & Sardinia" "Red Blend" "Palari"
"Italy" 92 149 "Sicily & Sardinia" "Red Blend" "Passopisciaro"
"France" 87 18 "Loire Valley" "Rosé" "Benoît Daridan"
"Italy" 86 18 "Northeastern Italy" "Red Blend" "Piera Martellozzo"
"Italy" 86 21 "Tuscany" "Red Blend" "Godiolo"
"France" 86 17 "Rhône Valley" "Rosé" "Domaine Maby"
"France" 94 140 "Rhône Valley" "Syrah" "Cave de Tain"
"Italy" 94 65 "Sicily & Sardinia" "Red Blend" "Benanti"
"France" 94 140 "Burgundy" "Chardonnay" "Louis Latour"
"France" 94 100 "Rhône Valley" "Syrah" "Maison Nicolas Perrin"
"France" 93 105 "Burgundy" "Chardonnay" "Domaine Chanson"
"France" 86 10 "France Other" "Rosé" "Marrenon"
"Italy" 91 38 "Tuscany" "Red Blend" "Rocca delle Macìe"
"Italy" 91 60 "Tuscany" "White Blend" "Sangervasio"
"Italy" 91 55 "Tuscany" "Red Blend" "Capezzana"
"France" 85 18 "Southwest France" "Red Blend" "Domaine Damiens"
"France" 85 11 "Southwest France" "White Blend" "Domaine de Ballade"
"France" 85 10 "Southwest France" "Rosé" "Domaine de Millet"
"France" 84 11 "Southwest France" "Rosé" "Domaine de Ballade"
"France" 84 11 "Southwest France" "Rosé" "Domaine Roumagnac"
"France" 84 16 "Southwest France" "Rosé" "Château Coutinel"
"France" 87 18 "Burgundy" "Chardonnay" "Trenel Fils"
"France" 87 18 "Loire Valley" "Rosé" "Benoît Daridan"
"Italy" 92 23 "Sicily & Sardinia" "White Blend" "Barone di Villagrande"
"Italy" 92 44 "Sicily & Sardinia" "Chardonnay" "Passopisciaro"
"Italy" 92 30 "Sicily & Sardinia" "Red Blend" "Occhipinti"
"Italy" 92 80 "Sicily & Sardinia" "Red Blend" "Argiolas"
"France" 86 22 "Burgundy" "Chardonnay" "Domaine Louis Moreau"
"France" 86 24 "Loire Valley" "Rosé" "Roland Tissier et Fils"
"Italy" 86 40 "Tuscany" "Red Blend" "Il Cavalierino"
"France" 86 13 "France Other" "Rosé" "Jean-Luc Colombo"
"France" 86 20 "Burgundy" "Chardonnay" "Chartron et Trébuchet"
"France" 86 22 "Burgundy" "Chardonnay" "Trenel Fils"
"Italy" 86 10 "Northeastern Italy" "White Blend" "Kellerei Kaltern Caldaro"
"Italy" 86 14 "Tuscany" "Red Blend" "Carpineto"
"Italy" 89 39 "Northeastern Italy" "White Blend" "Russiz Superiore"
"France" 89 17 "Provence" "Rosé" "Château Ferry Lacombe"
"Italy" 86 13 "Sicily & Sardinia" "White Blend" "Principe di Corleone"
"France" 86 10 "France Other" "Rosé" "Union de Vignerons de l'Île de Beauté"
"France" 86 10 "Bordeaux" "Rosé" "Vignobles Bonhur"
"Italy" 91 32 "Tuscany" "Red Blend" "Le Macchiole"
"Italy" 91 60 "Tuscany" "Red Blend" "Poliziano"
"France" 93 70 "Burgundy" "Chardonnay" "Louis Latour"
"Italy" 93 50 "Sicily & Sardinia" "White Blend" "Biondi"
"France" 93 135 "Rhône Valley" "Syrah" "M. Chapoutier"
"France" 93 85 "Burgundy" "Chardonnay" "Louis Latour"
"Italy" 93 60 "Sicily & Sardinia" "Red Blend" "Biondi"
"France" 93 80 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 93 95 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 86 60 "Burgundy" "Chardonnay" "Louis Max"
"France" 86 29 "Burgundy" "Chardonnay" "Louis Max"
"France" 84 12 "Southwest France" "Rosé" "Cave du Marmandais"
"Italy" 84 13 "Tuscany" "Red Blend" "I Veroni"
"France" 84 14 "Southwest France" "Chardonnay" "Laudet"
"France" 84 12 "Southwest France" "Rosé" "Château Laulerie"
"Italy" 92 42 "Sicily & Sardinia" "Red Blend" "Tornatore"
"France" 86 22 "Burgundy" "Chardonnay" "Domaine Louis Moreau"
"France" 86 29 "Loire Valley" "Rosé" "Alain Girard et Fils"
"France" 86 20 "Loire Valley" "Red Blend" "Emile Balland"
"France" 85 12 "France Other" "Chardonnay" "Maison des 3 Ponts"
"Italy" 86 16 "Northeastern Italy" "Red Blend" "Tenuta Luisa"
"Italy" 86 21 "Veneto" "White Blend" "Villa Canestrari"
"France" 86 33 "Burgundy" "Chardonnay" "Evening Land"
"Italy" 86 14 "Tuscany" "Red Blend" "Fattoria di Montecchio"
"France" 86 32 "Burgundy" "Chardonnay" "Château Philippe-le-Hardi"
"France" 89 12 "Provence" "Rosé" "Domaine de Beaupré"
"France" 89 15 "Provence" "Rosé" "Fabre en Provence"
"France" 89 17 "Provence" "Rosé" "M. Chapoutier"
"France" 86 29 "Burgundy" "Chardonnay" "Louis Max"
"France" 86 12 "Southwest France" "Rosé" "Château Famaey"
"France" 86 18 "Burgundy" "Chardonnay" "Louis Max"
"Italy" 91 55 "Tuscany" "Red Blend" "Capezzana"
"Italy" 91 45 "Tuscany" "White Blend" "Losi Querciavalle"
"Italy" 91 65 "Tuscany" "Red Blend" "Castello di Bolgheri"
"Italy" 91 175 "Tuscany" "Syrah" "Le Macchiole"
"France" 86 20 "Bordeaux" "Rosé" "Château Côte Montpezat"
"France" 86 11 "Bordeaux" "Rosé" "Château la France"
"France" 86 17 "France Other" "Rosé" "Les Rocailles"
"France" 86 10 "France Other" "Rosé" "Domaine Barcelo"
"France" 86 11 "Bordeaux" "Rosé" "Baron Philippe de Rothschild"
"France" 86 15 "France Other" "Rosé" "Philippe Viallet"
"Italy" 84 13 "Tuscany" "Red Blend" "I Veroni"
"France" 84 14 "Southwest France" "Red Blend" "Domaine Chiroulet"
"France" 84 24 "Rhône Valley" "Rosé" "Cellier des Chartreux"
"France" 93 110 "Burgundy" "Chardonnay" "Domaine Chanson"
"France" 93 282 "Burgundy" "Chardonnay" "Domaine Faiveley"
"France" 85 16 "Burgundy" "Chardonnay" "Louis Chevallier"
"France" 85 12 "France Other" "Chardonnay" "Maison des 3 Ponts"
"Italy" 85 45 "Tuscany" "Red Blend" "Tiberini"
"France" 85 16 "Burgundy" "Chardonnay" "Louis Chevallier"
"Italy" 91 89 "Sicily & Sardinia" "Red Blend" "Donnafugata"
"Italy" 91 25 "Sicily & Sardinia" "Red Blend" "Tenuta di Fessina"
"Italy" 91 47 "Sicily & Sardinia" "Red Blend" "Tenuta Rapitalà"
"Italy" 91 65 "Tuscany" "Red Blend" "Castello di Bolgheri"
"Italy" 91 175 "Tuscany" "Syrah" "Le Macchiole"
"France" 89 20 "Southwest France" "White Blend" "Vignobles Brumont"
"France" 88 21 "Provence" "Rosé" "Château de l'Escarelle"
"France" 88 20 "Provence" "Rosé" "Château de Pourcieux"
"France" 88 22 "Provence" "Rosé" "Château d'Esclans"
"France" 88 25 "Southwest France" "Rosé" "Château Lagrézette"
"France" 88 20 "Provence" "Rosé" "Château Minuty"
"France" 88 15 "Provence" "Rosé" "Château Roubine"
"France" 88 25 "Provence" "Rosé" "Château Sainte Marguerite"
"France" 88 17 "Provence" "Rosé" "Domaine de la Sanglière"
"France" 88 15 "Southwest France" "Rosé" "Domaine Laurens"
"France" 88 20 "Provence" "Rosé" "Fabre en Provence"
"France" 86 12 "Southwest France" "Rosé" "Château Famaey"
"France" 86 16 "Burgundy" "Chardonnay" "Trenel Fils"
"France" 86 18 "Burgundy" "Chardonnay" "Vignerons de Buxy"
"Italy" 83 11 "Tuscany" "Red Blend" "Grati"
"Italy" 92 27 "Sicily & Sardinia" "White Blend" "Graci"
"France" 92 40 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"Italy" 92 80 "Southern Italy" "Red Blend" "Montevetrano"
"France" 92 49 "Rhône Valley" "Syrah" "Les Vins de Vienne"
"France" 85 19 "Loire Valley" "Rosé" "Denis Jamain"
"France" 85 20 "Loire Valley" "Rosé" "Domaine Dyckerhoff"
"France" 85 22 "Loire Valley" "Rosé" "Domaine Sautereau"
"France" 85 12 "France Other" "Sparkling Blend" "Monmousseau"
"France" 85 16 "Loire Valley" "Rosé" "Domaine Cordaillat"
"Italy" 84 16 "Veneto" "Red Blend" "Tinazzi"
"Italy" 84 18 "Veneto" "Red Blend" "Tinazzi"
"France" 86 15 "Provence" "Rosé" "Château Sainte Roseline"
"France" 86 14 "Provence" "Rosé" "Mas de Cadenet"
"Italy" 86 40 "Central Italy" "Red Blend" "Umberto Cesari"
"Italy" 86 16 "Central Italy" "Red Blend" "Umberto Cesari"
"Italy" 88 17 "Sicily & Sardinia" "Red Blend" "Principi di Spadafora"
"Italy" 88 12 "Sicily & Sardinia" "Syrah" "Principi di Spadafora"
"Italy" 88 29 "Sicily & Sardinia" "Red Blend" "Tasca d'Almerita"
"Italy" 88 32 "Sicily & Sardinia" "White Blend" "Tenute Soletta"
"Italy" 88 23 "Sicily & Sardinia" "Red Blend" "Planeta"
"France" 84 20 "Alsace" "Sparkling Blend" "Domaine Allimant-Laugner"
"France" 83 13 "Alsace" "White Blend" "Cave de Hunawihr"
"France" 83 19 "Provence" "Red Blend" "Commanderie de la Bargemone"
"Italy" 83 13 "Central Italy" "Red Blend" "De Angelis"
"France" 86 15 "Burgundy" "Chardonnay" "Vignerons de Mancey"
"Italy" 91 49 "Tuscany" "Red Blend" "Contucci"
"France" 88 17 "Provence" "Rosé" "Les Vins Bréban"
"France" 88 19 "Provence" "Rosé" "Les Vins Bréban"
"France" 92 74 "Burgundy" "Chardonnay" "Château de Fuissé"
"Italy" 92 50 "Sicily & Sardinia" "Red Blend" "Benanti"
"France" 92 44 "Burgundy" "Chardonnay" "Domaine Dublère"
"Italy" 92 70 "Sicily & Sardinia" "Red Blend" "Tasca d'Almerita"
"Italy" 92 28 "Sicily & Sardinia" "Red Blend" "Valle dell'Acate"
"France" 92 56 "Burgundy" "Chardonnay" "Alex Gambal"
"France" 85 29 "Burgundy" "Chardonnay" "Henry Fessy"
"France" 85 20 "Loire Valley" "Rosé" "Joseph Mellot"
"France" 85 20 "Loire Valley" "Rosé" "Domaine Roger Champault"
"France" 84 22 "Loire Valley" "Rosé" "Domaine Alban Roblin"
"France" 84 25 "Loire Valley" "Rosé" "Jean-Michel Sorbe"
"France" 84 13 "France Other" "Sparkling Blend" "Marquis de la Tour"
"France" 86 11 "Provence" "Rosé" "Estandon"
"Italy" 86 22 "Central Italy" "Syrah" "Principe Pallavicini"
"France" 83 12 "Southwest France" "White Blend" "Domaine de Maubet"
"Italy" 83 25 "Central Italy" "Red Blend" "Clara Marcelli"
