;Day;Publisher;impressions;clicks;revenue;viewed_impressions;ctr;price_cpm;view_rate;number_ads;quality;volume;genre
1088;07.07.2016;51555;4023;0;8,02;701;0,000000;1,99;0,174;6;non-premium;Large;Health
1092;08.07.2016;51555;3740;0;5,30;700;0,000000;1,42;0,187;6;non-premium;Large;Health
1096;09.07.2016;51555;1644;0;4,47;333;0,000000;2,72;0,203;6;non-premium;Large;Health
1100;10.07.2016;51555;2078;0;3,42;368;0,000000;1,65;0,177;6;non-premium;Large;Health
1104;11.07.2016;51555;4346;0;13,68;724;0,000000;3,15;0,167;6;non-premium;Large;Health
1108;12.07.2016;51555;3193;0;6,27;641;0,000000;1,96;0,201;6;non-premium;Large;Health
1112;13.07.2016;51555;3398;0;4,85;660;0,000000;1,43;0,194;6;non-premium;Large;Health
1116;14.07.2016;51555;3246;0;4,40;637;0,000000;1,36;0,196;6;non-premium;Large;Health
1120;15.07.2016;51555;2853;0;9,45;624;0,000000;3,31;0,219;6;non-premium;Large;Health
1124;16.07.2016;51555;960;0;2,08;277;0,000000;2,16;0,289;6;non-premium;Large;Health
1128;17.07.2016;51555;999;0;1,50;243;0,000000;1,50;0,243;6;non-premium;Large;Health
1132;18.07.2016;51555;1177;0;2,80;257;0,000000;2,37;0,218;6;non-premium;Large;Health
1136;19.07.2016;51555;2979;0;6,87;509;0,000000;2,31;0,171;6;non-premium;Large;Health
1140;20.07.2016;51555;3633;0;5,37;680;0,000000;1,48;0,187;6;non-premium;Large;Health
1144;21.07.2016;51555;3873;0;13,53;765;0,000000;3,49;0,198;6;non-premium;Large;Health
1148;22.07.2016;51555;3253;0;6,64;737;0,000000;2,04;0,227;6;non-premium;Large;Health
1152;23.07.2016;51555;1194;0;1,20;309;0,000000;1,01;0,259;6;non-premium;Large;Health
1156;24.07.2016;51555;2709;0;6,48;505;0,000000;2,39;0,186;6;non-premium;Large;Health
1160;25.07.2016;51555;2629;0;5,29;523;0,000000;2,01;0,199;6;non-premium;Large;Health
1164;26.07.2016;51555;3812;0;8,92;791;0,000000;2,34;0,208;6;non-premium;Large;Health
1168;27.07.2016;51555;2661;0;5,66;506;0,000000;2,13;0,19;6;non-premium;Large;Health
1172;28.07.2016;51555;2993;0;3,75;546;0,000000;1,25;0,182;6;non-premium;Large;Health
1176;29.07.2016;51555;2591;0;4,44;446;0,000000;1,71;0,172;6;non-premium;Large;Health
1180;30.07.2016;51555;1401;0;2,17;252;0,000000;1,55;0,18;6;non-premium;Large;Health
1183;31.07.2016;51555;2403;0;4,76;385;0,000000;1,98;0,16;6;non-premium;Large;Health
1065;01.08.2016;51555;2695;0;3,67;551;0,000000;1,36;0,204;6;non-premium;Large;Health
1069;02.08.2016;51555;3270;0;10,00;651;0,000000;3,06;0,199;6;non-premium;Large;Health
1073;03.08.2016;51555;3531;0;4,84;788;0,000000;1,37;0,223;6;non-premium;Large;Health
1077;04.08.2016;51555;3294;0;7,52;723;0,000000;2,28;0,219;6;non-premium;Large;Health
1081;05.08.2016;51555;3030;0;8,35;717;0,000000;2,76;0,237;6;non-premium;Large;Health
1085;06.08.2016;51555;1695;0;4,49;395;0,000000;2,65;0,233;6;non-premium;Large;Health
1089;07.08.2016;51555;1968;0;4,17;460;0,000000;2,12;0,234;6;non-premium;Large;Health
1093;08.08.2016;51555;3523;0;7,38;651;0,000000;2,09;0,185;6;non-premium;Large;Health
1097;09.08.2016;51555;3333;0;7,43;767;0,000000;2,23;0,23;6;non-premium;Large;Health
1101;10.08.2016;51555;3239;1;0,99;639;0,000309;0,31;0,197;6;non-premium;Large;Health
1105;11.08.2016;51555;3277;0;4,45;570;0,000000;1,36;0,174;6;non-premium;Large;Health
1109;12.08.2016;51555;3113;0;3,55;542;0,000000;1,14;0,174;6;non-premium;Large;Health
1113;13.08.2016;51555;1742;0;2,54;329;0,000000;1,46;0,189;6;non-premium;Large;Health
1117;14.08.2016;51555;2444;0;2,40;468;0,000000;0,98;0,191;6;non-premium;Large;Health
1121;15.08.2016;51555;3301;0;4,77;710;0,000000;1,44;0,215;6;non-premium;Large;Health
1125;16.08.2016;51555;3555;0;9,22;766;0,000000;2,59;0,215;6;non-premium;Large;Health
1129;17.08.2016;51555;3530;0;12,77;624;0,000000;3,62;0,177;6;non-premium;Large;Health
1133;18.08.2016;51555;3193;0;1,02;579;0,000000;0,32;0,181;6;non-premium;Large;Health
1137;19.08.2016;51555;2436;0;1,63;511;0,000000;0,67;0,21;6;non-premium;Large;Health
1141;20.08.2016;51555;2149;0;2,33;543;0,000000;1,09;0,253;6;non-premium;Large;Health
1145;21.08.2016;51555;1871;0;2,80;429;0,000000;1,50;0,229;6;non-premium;Large;Health
1149;22.08.2016;51555;2570;0;5,08;528;0,000000;1,98;0,205;6;non-premium;Large;Health
1153;23.08.2016;51555;2402;0;5,45;735;0,000000;2,27;0,306;6;non-premium;Large;Health
1157;24.08.2016;51555;1763;1;1,43;652;0,000567;0,81;0,37;6;non-premium;Large;Health
1161;25.08.2016;51555;1627;0;4,50;642;0,000000;2,77;0,395;6;non-premium;Large;Health
1165;26.08.2016;51555;1245;0;1,74;482;0,000000;1,40;0,387;6;non-premium;Large;Health
1169;27.08.2016;51555;1080;0;2,14;365;0,000000;1,99;0,338;6;non-premium;Large;Health
1173;28.08.2016;51555;1461;0;4,78;511;0,000000;3,27;0,35;6;non-premium;Large;Health
1177;29.08.2016;51555;1705;0;4,22;679;0,000000;2,47;0,398;6;non-premium;Large;Health
1181;30.08.2016;51555;1595;0;1,35;655;0,000000;0,84;0,411;6;non-premium;Large;Health
1184;31.08.2016;51555;1166;0;1,81;504;0,000000;1,55;0,432;6;non-premium;Large;Health
1066;01.09.2016;51555;1195;0;2,94;461;0,000000;2,46;0,386;6;non-premium;Large;Health
1070;02.09.2016;51555;1051;0;1,08;390;0,000000;1,03;0,371;6;non-premium;Large;Health
1074;03.09.2016;51555;908;0;2,21;319;0,000000;2,43;0,351;6;non-premium;Large;Health
1078;04.09.2016;51555;1598;0;2,14;597;0,000000;1,34;0,374;6;non-premium;Large;Health
1082;05.09.2016;51555;1709;0;2,65;642;0,000000;1,55;0,376;6;non-premium;Large;Health
1086;06.09.2016;51555;1607;0;5,76;671;0,000000;3,59;0,418;6;non-premium;Large;Health
1090;07.09.2016;51555;1387;0;1,82;577;0,000000;1,31;0,416;6;non-premium;Large;Health
1094;08.09.2016;51555;1085;0;2,80;425;0,000000;2,58;0,392;6;non-premium;Large;Health
1098;09.09.2016;51555;678;0;1,28;274;0,000000;1,89;0,404;6;non-premium;Large;Health
1102;10.09.2016;51555;851;0;2,13;262;0,000000;2,50;0,308;6;non-premium;Large;Health
1106;11.09.2016;51555;955;0;2,40;314;0,000000;2,51;0,329;6;non-premium;Large;Health
1110;12.09.2016;51555;1350;0;2,89;554;0,000000;2,14;0,41;6;non-premium;Large;Health
1114;13.09.2016;51555;666;0;1,96;274;0,000000;2,94;0,411;6;non-premium;Large;Health
1118;14.09.2016;51555;767;0;1,76;353;0,000000;2,30;0,46;6;non-premium;Large;Health
1122;15.09.2016;51555;763;0;2,48;304;0,000000;3,24;0,398;6;non-premium;Large;Health
1126;16.09.2016;51555;591;0;0,75;267;0,000000;1,26;0,452;6;non-premium;Large;Health
1130;17.09.2016;51555;593;0;0,83;235;0,000000;1,40;0,396;6;non-premium;Large;Health
1134;18.09.2016;51555;758;0;1,88;279;0,000000;2,48;0,368;6;non-premium;Large;Health
1138;19.09.2016;51555;915;0;1,37;362;0,000000;1,50;0,396;6;non-premium;Large;Health
1142;20.09.2016;51555;756;0;2,58;310;0,000000;3,41;0,41;6;non-premium;Large;Health
1146;21.09.2016;51555;765;0;1,25;309;0,000000;1,63;0,404;6;non-premium;Large;Health
1150;22.09.2016;51555;531;0;1,54;239;0,000000;2,90;0,45;6;non-premium;Large;Health
1154;23.09.2016;51555;425;0;0,71;176;0,000000;1,66;0,414;6;non-premium;Large;Health
1158;24.09.2016;51555;299;0;0,25;99;0,000000;0,82;0,331;6;non-premium;Large;Health
1162;25.09.2016;51555;536;0;1,01;199;0,000000;1,88;0,371;6;non-premium;Large;Health
1166;26.09.2016;51555;561;0;1,64;264;0,000000;2,92;0,471;6;non-premium;Large;Health
1170;27.09.2016;51555;755;0;2,82;297;0,000000;3,74;0,393;6;non-premium;Large;Health
1174;28.09.2016;51555;421;0;0,79;183;0,000000;1,87;0,435;6;non-premium;Large;Health
1178;29.09.2016;51555;744;0;2,14;328;0,000000;2,87;0,441;6;non-premium;Large;Health
1182;30.09.2016;51555;468;0;1,51;207;0,000000;3,22;0,442;6;non-premium;Large;Health
1185;01.06.2016;61555;10647;2;17,07;6189;0,000188;1,60;0,581;10;non-premium;Large;General_interest
1188;02.06.2016;61555;15133;4;14,12;8560;0,000264;0,93;0,566;10;non-premium;Large;General_interest
1190;03.06.2016;61555;9392;3;16,37;5430;0,000319;1,74;0,578;10;non-premium;Large;General_interest
1192;04.06.2016;61555;6702;2;19,71;3739;0,000298;2,94;0,558;10;non-premium;Large;General_interest
1195;05.06.2016;61555;8756;0;21,19;4674;0,000000;2,42;0,534;10;non-premium;Large;General_interest
1197;06.06.2016;61555;19103;5;44,77;11139;0,000262;2,34;0,583;10;non-premium;Large;General_interest
1198;07.06.2016;61555;10045;1;21,60;5758;0,000100;2,15;0,573;10;non-premium;Large;General_interest
1199;08.06.2016;61555;9605;0;14,05;5657;0,000000;1,46;0,589;10;non-premium;Large;General_interest
1200;09.06.2016;61555;9129;0;17,49;5582;0,000000;1,92;0,611;10;non-premium;Large;General_interest
1201;10.06.2016;61555;3863;1;5,28;2268;0,000259;1,37;0,587;10;non-premium;Large;General_interest
1202;11.06.2016;61555;7161;1;18,68;4318;0,000140;2,61;0,603;10;non-premium;Large;General_interest
1203;12.06.2016;61555;5382;0;12,39;3160;0,000000;2,30;0,587;10;non-premium;Large;General_interest
1204;13.06.2016;61555;8875;1;14,62;5350;0,000113;1,65;0,603;10;non-premium;Large;General_interest
1205;14.06.2016;61555;10995;2;31,51;6778;0,000182;2,87;0,616;10;non-premium;Large;General_interest
1206;15.06.2016;61555;7692;0;23,99;4835;0,000000;3,12;0,629;10;non-premium;Large;General_interest
1207;16.06.2016;61555;16339;1;45,19;9593;0,000061;2,77;0,587;10;non-premium;Large;General_interest
1208;17.06.2016;61555;12653;1;34,60;7681;0,000079;2,73;0,607;10;non-premium;Large;General_interest
1209;18.06.2016;61555;3069;1;5,00;1889;0,000326;1,63;0,616;10;non-premium;Large;General_interest
1210;19.06.2016;61555;3423;0;9,60;2027;0,000000;2,80;0,592;10;non-premium;Large;General_interest
1211;20.06.2016;61555;6239;0;6,84;3798;0,000000;1,10;0,609;10;non-premium;Large;General_interest
1212;21.06.2016;61555;6243;0;17,27;3774;0,000000;2,77;0,605;10;non-premium;Large;General_interest
1213;22.06.2016;61555;13167;1;40,37;7890;0,000076;3,07;0,599;10;non-premium;Large;General_interest
1214;23.06.2016;61555;8484;1;19,42;4954;0,000118;2,29;0,584;10;non-premium;Large;General_interest
1215;24.06.2016;61555;8217;0;15,86;4814;0,000000;1,93;0,586;10;non-premium;Large;General_interest
1216;25.06.2016;61555;3498;0;5,59;2040;0,000000;1,60;0,583;10;non-premium;Large;General_interest
1217;26.06.2016;61555;3305;0;3,34;2003;0,000000;1,01;0,606;10;non-premium;Large;General_interest
1218;27.06.2016;61555;11789;1;21,59;7217;0,000085;1,83;0,612;10;non-premium;Large;General_interest
1219;28.06.2016;61555;7383;0;13,88;4445;0,000000;1,88;0,602;10;non-premium;Large;General_interest
1220;29.06.2016;61555;10488;1;30,36;6407;0,000095;2,90;0,611;10;non-premium;Large;General_interest
1222;30.06.2016;61555;18086;2;21,44;10637;0,000111;1,19;0,588;10;non-premium;Large;General_interest
1186;01.07.2016;61555;15719;2;42,23;10032;0,000127;2,69;0,638;10;non-premium;Large;General_interest
